image_id	category	mn_name	adequacy	pred_name	adequacy	pred_score_converted
32	hit	cabinet	1.0	cabinet	1.0	0.004840966690554691
160	error	dress	1.0	woman	--	0.0043787155034764385
308	hit	bridge	1.0	bridge	1.0	0.0038832510150807395
474	hit	table	1.0	table	1.0	0.005882559157123217
535	hit	table	1.0	table	1.0	0.004692514454938667
556	low_cnt	rug	1.0	table	--	0.005352365914998133
625	hit	car	1.0	car	1.0	0.00619142419601109
691	same_cluster	animal	1.0	cat	1.0	0.003968160370906229
1045	hit	table	1.0	table	1.0	0.006632560493714142
1074	hit	house	1.0	house	1.0	0.014471659892038384
1132	same_cluster	counter	1.0	table	1.0	0.00477911788548655
1375	co-hyponyms	man	1.0	woman	--	0.003970860016445933
1590	same_cluster	table	0.41666666666666663	desk	0.41666666666666663	0.004355192883014701
1687	hit	chair	1.0	chair	1.0	0.004287918026983645
2611	hit	bird	1.0	bird	1.0	0.005278890073952348
2657	hyponym	animal	1.0	bird	--	0.00467998052113786
3611	hit	horse	1.0	horse	1.0	0.007398035167123549
3966	co-hyponyms	desk	1.0	counter	--	0.004527138540898937
4257	hit	building	1.0	building	1.0	0.007946711959565287
4711	hit	house	1.0	house	1.0	0.007910880264396306
4725	hit	house	1.0	house	1.0	0.007999607938412699
4766	hit	house	1.0	house	1.0	0.011682846680631812
4884	hit	chair	1.0	chair	1.0	0.004313177925860576
4911	hit	carpet	1.0	carpet	1.0	0.008521169090917116
61562	co-hyponyms	rug	1.0	bed	--	0.006751614883382219
61586	same_cluster	umpire	1.0	man	1.0	0.005188083547038776
61590	same_cluster	boy	1.0	man	1.0	0.005143036840807215
150336	co-hyponyms	woman	1.0	man	--	0.003992872754835391
150418	hit	horse	1.0	horse	1.0	0.005434168891929873
286084	hit	truck	1.0	truck	1.0	0.0059133973803311935
498263	hit	sink	0.9166666666666666	sink	0.9166666666666666	0.0054973697250366325
498298	hit	woman	1.0	woman	1.0	0.0048284128115560175
498334	hit	shirt	1.0	shirt	1.0	0.004588909371712164
712987	same_cluster	person	1.0	skier	1.0	0.0048061069727201025
713267	hit	motorcycle	1.0	motorcycle	1.0	0.004132739691869712
713472	co-hyponyms	couch	1.0	bed	--	0.006799652331449741
713702	error	train	1.0	truck	--	0.004039329114565635
1159909	hit	desk	0.8333333333333334	desk	0.8333333333333334	0.0054248017787424775
1159981	same_cluster	bus	0.8333333333333334	truck	0.8333333333333334	0.0047346859228380766
1160027	error	bathtub	1.0	boat	--	0.004040731540323232
1160051	hit	couch	1.0	couch	1.0	0.004079700186486508
1160088	hit	motorcycle	1.0	motorcycle	1.0	0.0056477090155961866
1160203	hit	bed	1.0	bed	1.0	0.00766028383652656
1591814	hit	dugout	1.0	dugout	1.0	0.00433233757430793
1591904	hit	airplane	1.0	airplane	1.0	0.004230375681092983
1591965	error	table	0.8333333333333334	girl	--	0.003974914303677675
1592028	hit	table	1.0	table	1.0	0.0068469957329056735
1592205	hit	airplane	1.0	airplane	1.0	0.005867478173463118
1592412	hit	boat	1.0	boat	1.0	0.005205521704163007
1593036	hit	couch	1.0	couch	1.0	0.00404422915543201
2315401	hit	shirt	0.33333333333333337	shirt	0.33333333333333337	0.005160496949043983
2315509	hit	cat	1.0	cat	1.0	0.005543599816732299
2315539	hit	bench	1.0	bench	1.0	0.00782631569875264
2315708	error	knife	1.0	fork	--	0.003694776980749562
2315931	hit	bird	1.0	bird	1.0	0.005138218043585263
2315994	hit	giraffe	1.0	giraffe	1.0	0.006627214486591916
2316008	hit	table	1.0	table	1.0	0.00444106041543696
2316156	error	woman	1.0	bench	--	0.004414298938095237
2316232	hit	boat	1.0	boat	1.0	0.009518613758417737
2316235	hit	bridge	1.0	bridge	1.0	0.00456023028197971
2316247	error	cow	1.0	dugout	--	0.003594779988276702
2316279	hit	cat	1.0	cat	1.0	0.005690620625283056
2316318	hit	bench	1.0	bench	1.0	0.00677000709889402
2316621	hit	boat	1.0	boat	1.0	0.007206955832403967
2316635	hit	dog	1.0	dog	1.0	0.004282576208748365
2316823	hit	horse	1.0	horse	1.0	0.00472465380388241
2316881	hit	plane	1.0	plane	1.0	0.005834479127566222
2317073	hit	airplane	1.0	airplane	1.0	0.00702558101799642
2317185	hit	skateboarder	1.0	skateboarder	1.0	0.004443417645548821
2317461	hit	bed	1.0	bed	1.0	0.009113488319462949
2317476	error	man	1.0	couch	--	0.0056224238585853665
2317497	hyponym	baseball player	1.0	catcher	--	0.003908229262188005
2317541	hit	train	1.0	train	1.0	0.013052653283873653
2317743	hit	hot dog,hotdog	0.875	hot dog,hotdog	0.875	0.00722787475404802
2317819	hit	pizza	1.0	pizza	1.0	0.006730914952048831
2317863	hit	cat	1.0	cat	1.0	0.005358779831282571
2318065	same_cluster	skateboarder	1.0	man	1.0	0.005229701489088859
2318299	other_object-bounding box	dress	1.0	woman	0.16666666666666663	0.0071603967392619905
2318321	other_object-None	sandwich	1.0	bread	0.9166666666666666	0.004764312279471261
2318653	hit	pizza	0.33333333333333337	pizza	0.33333333333333337	0.007740315795868578
2318682	hit	table	1.0	table	1.0	0.004231125680944565
2318709	same_cluster	boy	1.0	man	1.0	0.004901263760267552
2318816	hit	jacket	1.0	jacket	1.0	0.004558651943587449
2318853	hit	train	1.0	train	1.0	0.006263811767264986
2318958	hit	bench	1.0	bench	1.0	0.005860258059294858
2319130	hit	bed	1.0	bed	1.0	0.012154630101594663
2319243	error	window	0.9166666666666666	car	--	0.003998049045085507
2319291	co-hyponyms	cow	1.0	horse	--	0.0043977488864158365
2319473	hit	dress	1.0	dress	1.0	0.004614269075071308
2319561	hit	horse	1.0	horse	1.0	0.007588989468759014
2319606	hit	cat	1.0	cat	1.0	0.005594652996956202
2319626	hit	dog	1.0	dog	1.0	0.004100614129575819
2319638	hit	pizza	1.0	pizza	1.0	0.00470783694367981
